Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5OwANLy1jT7KZTVM6JrawG,Stomp,We Are Barely Alive,BARELY ALIVE,2015-10-26,176727,0,FALSE,312gz2r7n2lelghlsheflimsl64e,2023-06-26T10:29:01Z,"덥스텝,리딤,데스스텝,베이스 음악,덥,드럼스텝",Disciple,0.727,0.932,1,-0.792,1,0.225,0.00318,0.00836,0.264,0.709,110.099,4
spotify:track:317KO2y39CAzDjpP8djR0k,CAKE SHAKE,DIABOLICAL,Oski,2022-06-03,156000,27,FALSE,312gz2r7n2lelghlsheflimsl64e,2023-06-26T10:30:04Z,"덥스텝,리딤,edm 트랩,베이스 음악",Deadbeats,0.652,0.969,1,0.074,1,0.333,0.00211,0.00252,0.337,0.361,89.914,4
spotify:track:2gahSUGM2ddz48vXK58fHt,Creep Killa,Creep Killa,SampliFire;Nika D,2022-09-23,226299,11,FALSE,312gz2r7n2lelghlsheflimsl64e,2023-06-26T10:30:17Z,"리딤,덥스텝,데스스텝,베이스 음악,베이스라인",Disciple Round Table,0.724,0.969,10,-0.374,0,0.32,0.0164,0.0000181,0.0927,0.315,70.005,4
spotify:track:7DHX1Ng0V186U2idfFfjGi,"Burial (feat. Pusha T, Moody Good, TrollPhace)","Burial (feat. Pusha T, Moody Good, TrollPhace)",Yogi;Skrillex;Pusha T;Moody Good;Trollphace,2015-07-06,226849,49,TRUE,312gz2r7n2lelghlsheflimsl64e,2023-06-26T10:30:22Z,"덥스텝,EDM,일렉트로,일렉트로닉,리딤,베이스 음악,데스스텝,덥",OWSLA,0.689,0.935,2,-4.449,1,0.167,0.019,0.000299,0.24,0.391,145.984,4
spotify:track:70MZYU36nsZaiJtzoMjmLm,$lay (feat. A$AP Ferg),Meekend Mu$ic,Meek Mill;A$AP Ferg,2017-05-06,221704,29,TRUE,312gz2r7n2lelghlsheflimsl64e,2023-06-26T10:30:26Z,랩,MMG/Atlantic,0.723,0.751,5,-4.045,1,0.17,0.312,0,0.333,0.217,130.075,4
spotify:track:5RD6iZpOFkVuT3SW4eAHuZ,Badman,Badman,Ganja White Night;LSDREAM,2022-06-03,273333,34,FALSE,312gz2r7n2lelghlsheflimsl64e,2023-06-26T10:30:37Z,"덥스텝,리딤,베이스 음악,EDM,덥",SubCarbon,0.702,0.953,1,-1.924,1,0.0393,0.00168,0.436,0.25,0.542,90.012,4
spotify:track:5BEUYbsFxo0H5MfdtTbnCs,Exterminate,Ghost Planet EP,ATLiens;Hairitage,2019-07-24,171000,0,FALSE,312gz2r7n2lelghlsheflimsl64e,2023-06-26T10:30:41Z,"리딤,덥스텝,데스스텝,베이스 음악,EDM",Bassrush Records,0.551,0.924,9,-3.233,1,0.593,0.0328,0.0522,0.844,0.291,149.996,4
spotify:track:2QC2PTvF3yONXlvih301aR,Rumor,Rumor,Moore Kismet;WYN,2021-02-12,278808,0,FALSE,312gz2r7n2lelghlsheflimsl64e,2023-06-26T10:30:46Z,"덥스텝,퓨처 베이스,베이스 음악,멜로딕 베이스","Thrive Music, LLC",0.633,0.644,10,-4.579,0,0.113,0.191,0.000762,0.137,0.48,127.95,4
spotify:track:3iDtphWASBHIjVEB8lWBqs,Cheatcode,Cheatcode,Black Tiger Sex Machine;Hairitage;Hyro The Hero,2021-12-03,187000,38,TRUE,312gz2r7n2lelghlsheflimsl64e,2023-07-02T20:54:25Z,"덥스텝,리딤,데스스텝,EDM,베이스 음악,랩 메탈,랩 록",Kannibalen Records,0.467,0.934,2,-2.253,1,0.0588,0.00561,0.00186,0.107,0.135,149.967,4
spotify:track:1eG6ogBMDCT36ciEocKV8V,Seduce / Destroy,Seduce / Destroy,Lucille Croft,2022-02-17,182857,32,FALSE,312gz2r7n2lelghlsheflimsl64e,2023-07-02T20:54:32Z,,This Is Bad Wolf,0.625,0.808,8,-3.321,1,0.0333,0.000478,0.28,0.163,0.27,105.005,4
spotify:track:5YvYKEQEYJp4orh4z3Dnpk,Sacrificial,Sacrificial,Rezz;PVRIS,2021-02-05,182000,43,FALSE,312gz2r7n2lelghlsheflimsl64e,2023-07-02T20:54:39Z,"EDM,덥스텝",Rezz Music/RCA Records,0.552,0.564,7,-5.941,1,0.0415,0.0686,0.0131,0.34,0.321,164.952,4
spotify:track:1U9bGQJ1od9iVZ9RKL58fb,Falling For You,Falling For You,Slippy;Ace Aura,2021-12-10,248275,27,FALSE,312gz2r7n2lelghlsheflimsl64e,2023-07-02T20:54:46Z,"덥스텝,퓨처 베이스,리딤,베이스 음악,멜로딕 베이스,데스스텝",Bassrush Records,0.372,0.962,4,-3.882,0,0.162,0.00618,0.00326,0.324,0.0744,144.581,4
spotify:track:7wRzUAw0Npu4CalkDIFHJE,Astro Funk,Astro Funk,GRiZ,2021-05-14,195200,0,FALSE,312gz2r7n2lelghlsheflimsl64e,2023-07-02T20:54:52Z,"덥스텝,EDM",GRiZ,0.649,0.918,8,-2.285,0,0.17,0.000592,0.012,0.138,0.671,149.8,4
spotify:track:2XH2w3lHRhbZ9D5lUjVVRC,LED,Corrupted,OmenXIII,2017-12-28,134452,0,TRUE,312gz2r7n2lelghlsheflimsl64e,2023-07-06T21:51:10Z,"트랩 메탈,호러코어,Emo 랩,클라우드 랩",_Blnk,0.659,0.659,2,-6.623,1,0.297,0.0906,0,0.348,0.611,200.158,3
spotify:track:76peqTD79xDzySA3SyWzs5,REDLIGHT - VIP,REDLIGHT (VIP),NGHTMRE;A$AP Ferg,2019-04-10,199118,0,TRUE,312gz2r7n2lelghlsheflimsl64e,2023-07-06T21:51:20Z,"덥스텝,EDM,edm 트랩,퓨처 베이스,랩",Ultra Records,0.599,0.97,6,-4.435,0,0.361,0.0171,0.0000447,0.72,0.0715,130.108,4
spotify:track:4Iz3e22hTN8B2koCpPuoUD,MEGAZORD,Bangers[7].Zip,GRiZ;ProbCause;Chrishira Perrier,2022-11-11,163764,0,FALSE,312gz2r7n2lelghlsheflimsl64e,2023-07-06T21:51:40Z,"덥스텝,EDM",GRiZ,0.537,0.995,11,0.109,1,0.449,0.293,0.000115,0.394,0.431,170.177,4
spotify:track:6uwjDA0Qi6hk8C6lPJIMc9,Gassed Up,Gassed Up,Zeds Dead;Subtronics;Flowdan,2022-01-06,238285,49,TRUE,312gz2r7n2lelghlsheflimsl64e,2023-07-06T22:05:25Z,"덥스텝,EDM,리딤,데스스텝,베이스 음악,덥,드럼 앤 베이스,그라임,영국 개러지",Deadbeats,0.643,0.985,4,-1.848,0,0.41,0.0152,0.000965,0.311,0.182,140.029,4
spotify:track:0Mcts4Xh4FKZXOIy9tAjbA,PEACE LOVE & WUBZ,PEACE LOVE & WUBZ,LSDREAM;Cojaxx,2021-09-24,240000,46,FALSE,312gz2r7n2lelghlsheflimsl64e,2024-04-20T03:22:02Z,"덥스텝,베이스 음악,EDM",WAKAAN,0.659,0.802,8,-3.597,0,0.0518,0.0018,0.00308,0.101,0.371,90.01,4
spotify:track:1yX6sh2TkrT5hsXodo7aS6,Astronaut In The Ocean - Alok Remix,Astronaut In The Ocean (Alok Remix),Masked Wolf;Alok,2021-04-30,128372,66,TRUE,312gz2r7n2lelghlsheflimsl64e,2024-04-20T03:22:02Z,"브라질 베이스,일렉트로닉,슬랩 하우스,일렉트로 하우스",Elektra (NEK),0.53,0.82,4,-4.936,0,0.0438,0.154,0.00000271,0.14,0.355,171.933,4
spotify:track:4rhooL7Cj0YkvIC4wGL7Jo,Color Of Your Soul,Color Of Your Soul,GRiZ;CloZee,2022-02-04,202285,52,FALSE,312gz2r7n2lelghlsheflimsl64e,2024-04-20T03:23:46Z,"덥스텝,EDM",Odyzey Music,0.486,0.964,9,-3.615,1,0.0548,0.00147,0.0628,0.101,0.177,139.958,4
spotify:track:43HrWjjYGP8kXqjThk618V,Don't Look Back,Don't Look Back,Kill The Noise;MOELLE,2021-12-15,238400,0,FALSE,312gz2r7n2lelghlsheflimsl64e,2024-04-20T03:23:56Z,"덥스텝,멜로딕 베이스,EDM",Ophelia,0.494,0.964,3,-2.346,1,0.0819,0.0354,0.0121,0.175,0.27,149.973,4
spotify:track:1dayiIC3odxNLViFQ7Iq4W,COUNTRY RIDDIM,COUNTRY RIDDIM,HOL!,2022-08-05,177931,43,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"리딤,덥스텝,데스스텝,베이스 음악",HOL!,0.702,0.926,2,-0.66,1,0.148,0.00069,0.168,0.0754,0.18,145.146,4
spotify:track:5EhnuLMer8qAXEDwmLtyrW,Puzzle Box,Puzzle Box,Rezz;Subtronics,2022-03-04,212210,54,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"EDM,덥스텝,리딤,데스스텝,베이스 음악,덥",Deadbeats,0.696,0.488,1,-7.508,1,0.0403,0.196,0.836,0.2,0.202,95.064,4
spotify:track:3jMeoTAxDrZfkVxMmWcWCg,Light of Mine,Light of Mine,WHIPPED CREAM;Jimorrow,2021-10-21,150250,46,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,,Monstercat,0.56,0.973,4,-2.389,1,0.086,0.000529,0.53,0.155,0.0749,159.976,4
spotify:track:6JsidMhbuAQV5QPBEibouw,Black Ice,TESSERACT,Subtronics;Rezz,2024-02-16,260001,54,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"리딤,덥스텝,EDM,데스스텝,베이스 음악,덥",Cyclops Recordings,0.509,0.392,9,-5.58,1,0.0824,0.0185,0.196,0.332,0.191,146.955,4
spotify:track:0v1nobrUSVLIXrYaI4zwkw,STFU,STFU,Crankdat,2023-09-22,156521,51,TRUE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,리딤,EDM,데스스텝,베이스 하우스",CRANKDAT MUSIC,0.4,0.991,1,-2.075,1,0.0842,0.001,0.41,0.337,0.207,136.261,4
spotify:track:65k1IBYMYbs11LxaIT28g7,Gassed Up VIP,ANTIFRACTALS,Zeds Dead;Subtronics;Flowdan,2022-12-16,226285,45,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,EDM,리딤,데스스텝,베이스 음악,덥,드럼 앤 베이스,그라임,영국 개러지",Cyclops Recordings,0.752,0.98,4,-2.236,0,0.209,0.0325,0.000937,0.161,0.331,140.023,4
spotify:track:3Ge4joBTDMlsdDQ8qX7awX,Scared Of The Dark - Original Mix,Scared Of The Dark EP,LEVEL UP,2020-09-21,152571,41,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,리딤,데스스텝,EDM",GRVDNCR,0.833,0.814,9,-4.096,1,0.0395,0.0739,0.0308,0.116,0.106,140.046,4
spotify:track:3JhgPs7rbmzLBWRvHlel8U,Bad Memories,MEDUZA,MEDUZA;James Carter;Elley Duhé;FAST BOY,2023-10-13,147629,69,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,,Universal-Island Records Ltd.,0.607,0.755,5,-6.069,0,0.0468,0.122,0,0.144,0.664,123.994,3
spotify:track:1VxQboO0KAsIm8MjSShBJv,Jungle Juice,Jungle Juice,Ganja White Night;Liquid Stranger,2019-09-10,274966,48,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,리딤,베이스 음악,EDM,덥,다운템포",SubCarbon x Wakaan,0.645,0.662,10,-5.899,0,0.0446,0.0208,0.227,0.109,0.231,72.533,4
spotify:track:0e4ZPqNyRUywth2AtjMH0K,Bigger Than Bad,Circus Four,Flux Pavilion;Jessica Audiffred;Doktor,2024-03-07,231724,0,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,EDM,덥,리딤,데스스텝,멜로딕 베이스,드럼 앤 베이스,정글",Circus Records,0.676,0.997,4,-1.653,1,0.212,0.0474,0.00102,0.297,0.341,145.108,4
spotify:track:0h2ZSu1j6YFsGj85eSyrI4,Ground Shake,Ground Shake,Crankdat;Bandlez,2022-10-07,185379,47,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,리딤,EDM,데스스텝,베이스 하우스,베이스 음악",Disciple,0.63,0.984,11,-2.187,1,0.0658,0.000666,0.00804,0.163,0.214,145.074,4
spotify:track:1PVLvmbbo4joXIgzGFKDsp,Badman,Unity,Ganja White Night;LSDREAM,2023-04-28,273333,42,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,리딤,베이스 음악,EDM,덥",SubCarbon,0.702,0.953,1,-1.924,1,0.0393,0.00168,0.436,0.25,0.542,90.012,4
spotify:track:38xfZGIHjdZnSfMuJu7R1Z,Conquer,Conquer,Marshmello;Space Laces,2024-02-23,181621,41,TRUE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"EDM,덥스텝,리딤,데스스텝,베이스 음악,베이스 하우스,덥",Joytime Collective,0.562,0.993,11,-0.093,1,0.232,0.000601,0.198,0.207,0.143,147.953,4
spotify:track:4ZlcezbAuIfO400BvhlvtD,SONG REQUEST,SONG REQUEST,Ray Volpe,2024-05-31,204923,51,TRUE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,리딤,데스스텝,멜로딕 베이스,베이스 음악,EDM",Ray Volpe,0.614,0.983,6,-2.133,0,0.0729,0.00235,0.327,0.69,0.266,130.018,4
spotify:track:47kEJq44ZBrRBD4gvdCu0v,Where You Are - GRiZ Remix,Where You Are (GRiZ Remix),John Summit;HAYLA;GRiZ,2023-06-02,240000,60,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"하우스,테크 하우스,덥스텝,EDM",Experts Only/Darkroom Records,0.349,0.793,9,-4.383,0,0.0474,0.0331,0.00000366,0.745,0.249,139.641,4
spotify:track:4DKxWLVkjGZoZtCPtDxIcH,Clockwork - Original Mix,String Theory EP,Subtronics,2020-10-09,231724,44,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"리딤,덥스텝,EDM,데스스텝,베이스 음악,덥",Cyclops Recordings,0.778,0.924,2,-1.108,1,0.0943,0.161,0.0275,0.0819,0.736,144.994,4
spotify:track:76I3PmbGZazzNlEwlp1y85,Lone Wolf,Lone Wolf,Zomboy,2018-11-16,256500,50,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,리딤,덥,데스스텝,드럼스텝,베이스 음악,EDM",Never Say Die Records,0.502,0.981,1,-1.573,1,0.0616,0.00177,0.4,0.154,0.208,150.013,4
spotify:track:7dtL3EKSsBkRmwVoJlep5j,Maniac,PEEKABOO - Maniac EP,PEEKABOO,2018-07-13,251586,38,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,베이스 음악,리딤",Wakaan,0.59,0.93,1,-4.386,1,0.0661,0.000367,0.653,0.0921,0.0821,145.004,4
spotify:track:6wXkFa3k8WL7pdwkfnLrVk,Crazies feat. Nate Husser,Welcome To Our Church,Black Tiger Sex Machine;Nate Husser,2016-01-29,200000,31,TRUE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,리딤,데스스텝,EDM",Kannibalen Records,0.662,0.911,0,-2.971,1,0.177,0.00942,0.000167,0.357,0.272,139.974,4
spotify:track:6DVZpwOZyjhPkL09b0mqtg,SAXORiDDiM,SAXORiDDiM,GRiZ,2023-06-23,188571,0,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,EDM",GRiZ,0.539,0.952,10,-1.764,0,0.215,0.0201,0.1,0.799,0.404,140.066,4
spotify:track:7KibjIxYJsdP9UGjjMUEn6,Libre,Heritage,Habstrakt;IMANU,2023-03-31,198582,36,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"베이스 하우스,G 하우스,덥스텝,베이스라인,드럼 앤 베이스,드럼스텝",Habstrakt,0.784,0.833,8,-3.542,1,0.0596,0.0357,0.0155,0.084,0.205,126.011,4
spotify:track:3dpdP07LDb0tMDkRePbLVT,Show Me,Show Me,Habstrakt,2020-04-24,174696,44,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"베이스 하우스,G 하우스,덥스텝,베이스라인",Insomniac Records,0.669,0.825,1,-4.551,1,0.247,0.0211,0.0934,0.648,0.349,127.967,4
spotify:track:30FcbSTH70yjxcKkvmx5Cc,MOVEMENT,BRULURE,HOL!;Marshmello,2024-08-30,192004,41,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"리딤,덥스텝,데스스텝,베이스 음악,EDM",HOL!,0.689,0.952,8,-0.141,0,0.0499,0.0128,0.0509,0.148,0.22,145.013,4
spotify:track:2ERXSwA2OOOurhDraYDT39,B.T.W. (The Whistle),Slaughter House,Crankdat,2023-04-14,240000,40,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,리딤,EDM,데스스텝,베이스 하우스",Monstercat,0.628,0.947,3,-2.748,0,0.0652,0.000605,0.0477,0.0687,0.261,128.033,4
spotify:track:2zNgByt8J160D4Rf9sB1G4,Supa Fly,Supa Fly,Boogie T;GRiZ,2019-07-04,192000,41,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,리딤,베이스 음악,EDM,덥",Drama Club Recordings,0.634,0.905,10,-4.088,0,0.0587,0.00056,0.474,0.182,0.52,144.991,4
spotify:track:4pRnMMMzvjj9uqMZa0YO7U,Ding Dong,Ding Dong,Crankdat,2022-06-23,177656,51,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,리딤,EDM,데스스텝,베이스 하우스",Monstercat,0.797,0.975,11,-3.442,1,0.0648,0.000212,0.812,0.093,0.434,128.035,4
spotify:track:02yaX0Reb1fQYIQdri4Ow8,Name Drop,Name Drop,Excision;Wooli,2022-08-12,228800,49,TRUE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,리딤,데스스텝,EDM,덥,멜로딕 베이스,베이스 음악,퓨처 베이스",Subsidia,0.319,0.983,1,-0.48,1,0.38,0.0079,0.00144,0.1,0.28,75.373,4
spotify:track:68Gszh9enogLwJUbTcjjWe,Wobble,Wobble,Crankdat;Tisoki,2018-09-27,188000,47,TRUE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,리딤,EDM,데스스텝,베이스 하우스,베이스 음악",Monstercat,0.623,0.985,1,-0.319,1,0.111,0.018,0.0973,0.354,0.561,150.01,4
spotify:track:7jU5s6Fa9cIeBcijha8lup,Woke Symphony,Woke Symphony,Capochino,2024-01-08,208941,39,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,리딤,베이스 음악",CAPO RECORDS,0.559,0.955,3,-2.243,0,0.0853,0.0154,0.529,0.218,0.744,169.963,4
spotify:track:1mH6LCjX9SiM6rJEEz8jz4,Sip On This,Sip On This,SIPPY,2024-06-14,200787,38,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,리딤,베이스 음악",Monstercat,0.753,0.72,11,-2.398,1,0.0337,0.00938,0.726,0.467,0.448,97.033,4
spotify:track:437V6pBF0GzAArc7DCfQzd,Tear It Down,Tear It Down,Riot Ten,2024-06-07,185379,26,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,리딤,데스스텝,EDM",Monstercat,0.575,0.952,1,-3.618,1,0.0496,0.00034,0.0307,0.132,0.409,145.006,4
spotify:track:74geScZgtEMlGbS264lrjD,Floot Loops,Floot Loops,Wooli;Cyclops,2024-06-19,181655,44,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,멜로딕 베이스,리딤,EDM,데스스텝,퓨처 베이스,베이스 음악",Wooli Music,0.694,0.97,6,0.076,0,0.0485,0.00348,0.0197,0.208,0.211,145.034,4
spotify:track:3AcT4pRaCvKj6sDW57sgIS,GAME OVER,GAME OVER,Ray Volpe,2024-09-27,198400,38,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,리딤,데스스텝,멜로딕 베이스,베이스 음악,EDM",Ray Volpe,0.542,0.991,10,-2.286,0,0.139,0.0000523,0.326,0.393,0.0404,150.056,4
spotify:track:0rFXKxt3D0wRH6AkBvDvVb,You Make Me Wanna,You Make Me Wanna,Capochino,2024-07-19,164666,38,FALSE,312gz2r7n2lelghlsheflimsl64e,2025-02-14T21:59:38Z,"덥스텝,리딤,베이스 음악",Kannibalen Records,0.687,0.944,2,-3.543,1,0.275,0.144,0.368,0.248,0.382,180.081,4
