Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2z0lSL8A8BOvQweRqcoXaJ,Quantum Queso,TESSERACT,Subtronics,2024-02-16,176571,44,TRUE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"리딤,덥스텝,EDM,데스스텝,베이스 음악,덥",Cyclops Recordings,0.761,0.878,5,-2.214,0,0.203,0.057,0.193,0.235,0.112,139.94,4
spotify:track:46ghb0YdtspAFUtmxtNgNo,FEEL IT,FEEL IT,ALLEYCVT,2024-09-05,184489,50,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,EDM,리딤",SUPERSONIC RECORDS,0.534,0.897,5,-4.199,0,0.038,0.00031,0.0884,0.11,0.223,144.979,4
spotify:track:78gdoEw0f0uIaOsS2F51lP,NIGHTHAWK,LSZEE,CloZee;LSDREAM,2024-09-27,186857,30,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,베이스 음악,EDM",Odyzey Music & Heartwave,0.742,0.785,10,-6.616,0,0.0388,0.0164,0.923,0.186,0.0716,140.03,4
spotify:track:3OPcGN44zYI7eg1OwHrSD0,Power (feat. Grabbitz),Power (feat. Grabbitz),Subtronics;LEVEL UP;Grabbitz,2024-09-27,176000,46,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"리딤,덥스텝,EDM,데스스텝,베이스 음악,덥",Cyclops Recordings,0.378,0.914,2,-1.468,1,0.193,0.00418,0.0171,0.133,0.111,148.816,4
spotify:track:3VxkYtmVCInFfhkbsaMg0B,DABADABADABADABA,DABADABADABADABA,Excision;Dion Timmer,2024-11-04,144535,40,TRUE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,리딤,데스스텝,EDM,덥,멜로딕 베이스,베이스 음악",Monstercat,0.555,0.971,2,-0.984,1,0.0536,0.00148,0.396,0.297,0.0679,140.072,4
spotify:track:64VyLST8MmGb2x5ilwNm2l,In The Place,In The Place,Space Laces,2023-12-08,230400,39,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,리딤,데스스텝,베이스 음악,베이스 하우스,EDM,덥",High Vaultage,0.294,0.996,11,-0.199,1,0.419,0.00435,0.375,0.135,0.132,148.305,4
spotify:track:0Kltu5cCMc2r82fnkeK49g,GATEKEEPER,GATEKEEPER,Deathpact,2024-11-15,266400,36,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,리딤,베이스 음악",Deathpact,0.229,0.878,10,-0.824,1,0.161,0.0116,0.0402,0.119,0.167,75.08,4
spotify:track:3tX4wGJbMYgNGZC0Tr5V3t,No One Does It Like,No One Does It Like,Subtronics;Alison Wonderland,2024-11-22,186400,45,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"리딤,덥스텝,EDM,데스스텝,베이스 음악,덥,edm 트랩,퓨처 베이스",Cyclops Recordings,0.519,0.782,1,-3.426,1,0.0531,0.00476,0.221,0.175,0.104,75.042,4
spotify:track:0mNNVje5ZPtiP8p5VOnteb,Sweet Memories,Sweet Memories,Zeds Dead,2024-11-15,235688,47,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,EDM",Deadbeats,0.473,0.624,8,-6.58,0,0.0608,0.0771,0.398,0.376,0.0442,83.471,4
spotify:track:2ez05kaHbFLyu70MMSNQpA,Bass In Yo Face,Bass In Yo Face,INZO,2023-10-26,187683,35,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,퓨처 베이스,Lowly,0.72,0.743,2,-7.861,1,0.0816,0.00555,0.562,0.433,0.176,125.027,4
spotify:track:5MTVFDootgaqUVyUourtIf,Echo,Echo,YDG,2024-11-22,175448,37,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,리딤",HypnoVizion Records Inc.,0.63,0.923,10,-1.172,0,0.0438,0.0115,0.504,0.278,0.184,145.054,4
spotify:track:4XwweI2dzvYeTSX9IWgrlw,MALEVOLENT SHRINE,ADHD EP,GHENGAR;Ghastly,2024-12-13,203076,39,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"리딤,덥스텝,데스스텝,베이스 하우스,EDM",RATED M RECORDS,0.83,0.884,11,-4.858,1,0.257,0.00268,0.0411,0.598,0.0843,143.031,4
spotify:track:7mnbw6GQSg7I8IZgqKeBnu,Ear Candy,Ear Candy,Sully;PEEKABOO,2024-10-25,220036,38,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,베이스 음악,리딤",WAKAAN,0.834,0.669,9,-5.287,1,0.065,0.176,0.219,0.181,0.115,139.992,4
spotify:track:7H4LlyRX0YjXhJFLN5nIae,Alien Communication,TESSERACT,Subtronics,2024-02-16,303428,41,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"리딤,덥스텝,EDM,데스스텝,베이스 음악,덥",Cyclops Recordings,0.59,0.959,7,-1.407,0,0.168,0.0158,0.322,0.218,0.124,139.997,4
spotify:track:4UL3WQdaXTk9nAgDuoq7FF,DOG IN ME,Cipher Three,Deathpact,2024-06-22,141458,40,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,리딤,베이스 음악",Deathpact,0.654,0.99,2,-1.447,1,0.233,0.000481,0.0137,0.106,0.493,125.974,4
spotify:track:71nNz6rg3bQfQfYCW5bTuz,Bug Eater,Bug Eater,AHEE,2021-06-18,147200,43,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,베이스 음악,리딤",Sleeveless Records,0.687,0.809,1,-3.31,0,0.212,0.0201,0.000369,0.25,0.19,150.111,4
spotify:track:725iOiE8tnUX1aJXc7ktXp,REMEMBER ME,REMEMBER ME,Zingara;ALLEYCVT,2023-09-27,231724,45,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,베이스 음악,EDM,리딤",Zingara Music,0.619,0.954,11,-0.691,0,0.137,0.031,0.00041,0.243,0.243,144.904,4
spotify:track:5yKZg1KWvtvWBmHIoU9tzs,Y,Multiverse,INZO,2019-08-30,185333,42,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,퓨처 베이스,Wakaan,0.74,0.92,8,-4.814,0,0.335,0.00671,0.555,0.236,0.384,180.019,4
spotify:track:6XQoXvZzIIOsUVobKDwPtg,Not Bees,High Vaultage EP,Space Laces;Watch,2022-02-18,204604,34,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,리딤,데스스텝,베이스 음악,베이스 하우스,EDM,덥",Never Say Die Records,0.752,0.859,1,-1.693,1,0.304,0.00463,0.733,0.304,0.585,125.038,4
spotify:track:7wGzMkPHfyxir6zUqspuKG,Hot Chicken,Hot Chicken,Champagne Drip,2019-04-26,140930,36,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,베이스 음악",Bassrush Records,0.503,0.799,0,-3.995,1,0.0975,0.000993,0.194,0.352,0.43,172.341,4
spotify:track:03wsvOuSWSo0HbHFBgY9li,The Uprising,The Uprising,REAPER;Kumarion,2022-06-22,197735,28,TRUE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"드럼 앤 베이스,드럼스텝,덥스텝",Jadu Dala,0.554,0.87,11,-4.089,0,0.148,0.00197,0.232,0.0833,0.179,84.731,4
spotify:track:2BtNKxwH22ym0YDPiqVeuM,BL00D,PAIN.EXE,Owl Vision,2020-10-31,101946,46,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,신스웨이브,Comorbid Records,0.604,0.965,7,-2.812,1,0.0665,0.00077,0.802,0.0911,0.0469,113.015,4
spotify:track:4TEzkuluRLndctTdXFYulv,Orgasmic,Orgasmic,WonkyWilla,2022-02-20,133874,55,TRUE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,베이스 음악",3712495 Records DK,0.596,0.516,4,-3.222,1,0.474,0.00957,0.00945,0.0984,0.183,185.832,4
spotify:track:2K1Grx3at2GH9ErGX1o9NV,Whiplash,Whiplash,Crankdat;SOFI,2025-03-14,195114,56,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,리딤,EDM,데스스텝,베이스 하우스",CRANKDAT MUSIC,0.752,0.995,11,-1.273,1,0.0925,0.0276,0.0843,0.386,0.527,128.005,4
spotify:track:3AU0hykNQtcqOX4qpm1k6p,Itchy Scratchy,Itchy Scratchy,Subtronics,2025-08-08,192857,58,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"리딤,덥스텝,EDM,데스스텝,베이스 음악,덥",Cyclops Recordings,0.831,0.927,5,-2.625,0,0.289,0.112,0.00165,0.276,0.446,140.053,4
spotify:track:4GYrXiLtOGN7USbaBC8PRb,Destiny,RAVE NEW WORLD,Jessica Audiffred;AlienPark,2025-04-30,182400,34,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,리딤,데스스텝,멜로딕 베이스,베이스 음악",A Records (JA),0.457,0.989,2,0.678,1,0.449,0.000816,0.165,0.378,0.0569,150.025,4
spotify:track:6lTyaZydjTA8LyQmVTTBWJ,FURY,NEKROSIS,Kai Wachi,2025-06-13,211200,34,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,데스스텝,리딤,멜로딕 베이스,EDM,베이스 음악",Kannibalen Records,0.589,0.921,2,-1.651,1,0.0485,0.000832,0.717,0.231,0.0428,124.991,4
spotify:track:3v3nPGHz6blG4g06u1hcTi,Don't Let Me Go,Don't Let Me Go,FOVOS;ShortRound;Georgi,2023-04-26,167076,44,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"테크노,하드 테크노,빅 룸,멜버른 바운스,다크웨이브",Revealed Recordings,0.722,0.875,2,-4.005,1,0.0988,0.0236,0.687,0.481,0.169,129.955,3
spotify:track:3ACGEHYrvkK5lfWtLLoFoi,I Don't Remember,No Big Deal,Walker & Royce;VNSSA,2024-03-29,195100,41,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"테크 하우스,베이스 하우스,하우스",DIRTYBIRD,0.806,0.838,4,-5.304,1,0.172,0.0191,0.134,0.212,0.0382,128.013,4
spotify:track:48xIuXP8AN7dnan1Afsoqv,System Shock,System Shock,Subtronics;Hedex;IRAH,2025-02-28,136688,45,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"리딤,덥스텝,EDM,데스스텝,베이스 음악,덥,드럼 앤 베이스,베이스라인,정글,영국 개러지",Helix Records,0.438,0.947,1,-2.249,1,0.495,0.178,0.0000709,0.34,0.228,175.802,5
spotify:track:0b9wEAL5z4SzfAqU8U2c3m,Stratosphere,Fibonacci Pt 1: Oblivion,Subtronics,2025-04-04,174222,39,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"리딤,덥스텝,EDM,데스스텝,베이스 음악,덥",Cyclops Recordings,0.81,0.907,2,-2.162,1,0.0933,0.273,0.0473,0.714,0.116,135.058,4
spotify:track:08EWlv88mnvVcu4DNPqxds,Contorted,As The Pendulum Swings,Rezz,2025-09-12,199200,45,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"EDM,덥스텝",HypnoVizion Records Inc.,0.661,0.65,2,-6.932,1,0.0627,0.0118,0.692,0.108,0.0332,100.031,4
spotify:track:48xT2rv2N29qMS2mxkSELM,KICK BACK,KICK BACK,Typo,2023-09-01,190952,45,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,베이스 하우스,Typo LLC,0.767,0.868,11,-4.135,1,0.0442,0.00136,0.7,0.095,0.273,126.008,4
spotify:track:1DdByft8QSr5sf8ZhdxcXE,Bombacid,Bombacid,T78;Roberto Molinaro,2024-10-25,204000,59,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"테크노,애시드 테크노,하드 테크노,하드텍,이탈리아 댄스",Autektone Records,0.529,0.963,7,-5.45,1,0.0769,0.0438,0.601,0.11,0.169,140.131,4
spotify:track:5UGLZK0JsRxPKBCcJJF49w,Dracula Flow,Dracula Flow,Mushroom Cloud,2024-01-19,225103,51,TRUE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"리딤,덥스텝",Mushroom Cloud Music,0.733,0.669,2,-3.884,1,0.459,0.103,0.222,0.223,0.131,72.268,4
spotify:track:3g8WmeSOar7RKuQEEfNhZo,Wubcraft,Wubcraft,AHEE,2025-02-07,155700,50,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,베이스 음악,리딤",Bassrush Records,0.664,0.781,1,-4.225,0,0.0334,0.0272,0.0368,0.117,0.402,150.026,4
spotify:track:3bYrD1uSwGiOCdVg8tUu3W,Fire Dub,Catharsis,Champagne Drip,2023-11-10,228000,34,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,베이스 음악",WAKAAN,0.633,0.998,2,-1.901,1,0.245,0.00029,0.216,0.589,0.0709,140.097,4
spotify:track:58NBDN9oDMisgSlQADVfVA,Hot,Break Up Song / Hot,Flozone,2025-09-26,157714,36,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"베이스 음악,덥스텝,리딤",Cyclops Recordings,0.659,0.865,11,-5.441,0,0.411,0.124,0.0000171,0.388,0.473,139.907,4
spotify:track:4u32faTMq5G8BihHG9rixP,FREAK NASTY - All The Reason Remix,FREAK NASTY (All The Reason Remix),Pretty Sweet;All The Reason,2025-11-05,156923,14,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,리딤,edm 트랩",Pretty Sweet,0.645,0.809,2,-4.322,1,0.0939,0.00207,0.00273,0.357,0.242,129.966,4
spotify:track:6aokhHIAbYBYWM6ZDeD8bP,Break Up Song,Break Up Song / Hot,Flozone,2025-09-26,181714,34,TRUE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"베이스 음악,덥스텝,리딤",Cyclops Recordings,0.614,0.977,0,-2.305,1,0.0892,0.103,0.00196,0.338,0.484,139.932,4
spotify:track:2mzCGYud0IBj8Z97iEKTgf,Untouchable,Untouchable,Cymek,2025-04-04,207360,36,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,,Neuralis,0.622,0.842,8,-5.243,1,0.0382,0.0129,0.0606,0.217,0.154,125.11,4
spotify:track:6x3e5k1qoufVPL0qFEFtHO,Brainwashed,Portals,Black Tiger Sex Machine;Wodd,2023-10-27,291272,33,TRUE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,리딤,데스스텝,EDM,베이스 음악",Kannibalen Records,0.622,0.97,2,-1.029,1,0.0524,0.00572,0.0435,0.156,0.154,109.895,4
spotify:track:1vqda3uFhp5BWOZFMqtAJi,Back To Back,The Machine,RIOT,2025-08-01,251200,37,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,데스스텝,리딤",Gud Vibrations,0.572,0.998,9,0.269,1,0.344,0.00975,0.0151,0.461,0.168,150.031,4
spotify:track:2Y9VShrN7eDx8BXzDXI4fZ,Bang Your Head - Naeleck & KATFYR Remix,Gaming Music 2020,Fukkk Offf;Naeleck;KATFYR,2020-04-15,180923,40,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"일렉트로 하우스,신스웨이브,덥스텝",Den Haku Records,0.679,0.968,2,-1.79,1,0.0744,0.012,0.728,0.0529,0.211,130.02,4
spotify:track:6YsT7iK2yKRamjUI0Gt5Rh,Mind & Body,Mind & Body,Zingara,2022-03-15,155076,45,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"덥스텝,베이스 음악",Gravitas Recordings,0.75,0.895,6,-5.786,0,0.133,0.0312,0.338,0.483,0.251,130.033,4
spotify:track:3dGJRJA65RXfB8jleRtcP5,Blood Bank,Blood Bank,Dennett;High Zombie,2025-09-12,154285,25,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:54:47Z,"리딤,덥스텝,데스스텝,베이스 음악",Boom Records LLC,0.608,0.929,2,-2.429,1,0.0555,0.0204,0.0987,0.24,0.103,139.969,4
spotify:track:2Tl5fhF4itz5VeXHRVGIO5,Unholy (feat. Kim Petras) - Disclosure Remix,Unholy (feat. Kim Petras) [Disclosure Remix],Sam Smith;Kim Petras;Disclosure,2022-10-14,234411,47,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:57:34Z,"소프트 팝,하우스",Capitol Records UK / EMI,0.734,0.766,1,-6.702,1,0.0514,0.0032,0.00973,0.323,0.186,127.99,4
spotify:track:6OTClxme7EYRZGO6An3SMc,Griztronics,Bangers[2].Zip,GRiZ;Subtronics,2019-08-14,198400,57,TRUE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:57:34Z,"덥스텝,EDM,리딤,데스스텝,베이스 음악,덥",Deadbeats,0.607,0.941,11,-3.807,0,0.481,0.037,0.0137,0.321,0.521,75.401,4
spotify:track:1nkpXkr1Qacmp2BPd6mgct,Deja Reve,Deja Reve,GG Magree,2022-03-21,168073,40,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:57:34Z,"덥스텝,퓨처 베이스",Monstercat,0.611,0.618,9,-6.573,0,0.0655,0.0029,0.000757,0.24,0.515,99.999,4
spotify:track:6BePGk3eCan4FqaW2X8Qy3,10:35,10:35,Tiësto;Tate McRae,2022-11-03,172252,72,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T02:57:34Z,"EDM,트랜스,빅 룸,하우스",Atlantic Records,0.696,0.793,8,-5.733,1,0.097,0.0683,0.00000378,0.18,0.698,120.003,4
spotify:track:1NuhAA7NeNwrWcsBh9z8R8,Mercy,Mercy,Jauz;Masked Wolf,2022-08-05,190400,43,TRUE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T03:01:19Z,"베이스 하우스,EDM,퓨처 하우스,덥스텝,일렉트로 하우스",Spinnin' Records,0.69,0.982,9,-2.837,1,0.0651,0.0051,0.00000654,0.101,0.877,150.032,4
spotify:track:3IWkjBkiR4pHOkaHV52OMl,Dimension,Dimension,Excision,2022-03-16,159162,32,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T03:01:45Z,"덥스텝,리딤,데스스텝,EDM,덥,멜로딕 베이스,베이스 음악",Subsidia,0.398,0.928,2,-1.203,1,0.436,0.00261,0.348,0.31,0.227,149.855,4
spotify:track:4JHL5XOuByjoHSt5bcVk0u,Do It To It - Subtronics Remix,Do It To It (Subtronics Remix),ACRAZE;Subtronics;Cherish,2022-04-15,147310,2,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-01-31T03:02:20Z,"테크 하우스,리딤,덥스텝,EDM,데스스텝,베이스 음악,덥",Thrive Music,0.706,0.926,9,-1.549,1,0.206,0.0442,0.00375,0.0658,0.543,72.474,4
spotify:track:6VU8WmsSE0Iz49V8BJNR2v,The Other Side,The Other Side,LEVEL UP,2026-01-27,181241,48,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-02-07T10:16:09Z,"덥스텝,리딤,데스스텝,EDM",Summoning Circle,0.54,0.958,10,-1.916,1,0.0711,0.123,0.11,0.4,0.263,144.998,4
spotify:track:1pSVHYdn6KP0ZNqD6hqtV9,Set Me Free,Set Me Free,Viperactive,2024-02-15,211846,32,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-02-07T11:32:37Z,"덥스텝,리딤,베이스 음악,edm 트랩,데스스텝",Viperactive Records,0.655,0.978,2,-2.038,0,0.0384,0.0037,0.278,0.11,0.279,130.009,4
spotify:track:4W2mMZrIdCu8wmHB9Eq2ER,Bad Intentions,Bad Intentions,EMSKI;Shamblez,2025-07-25,166875,36,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-02-09T11:43:47Z,베이스 하우스,mau5trap,0.886,0.557,2,-6.375,1,0.216,0.0221,0.134,0.486,0.21,127.993,4
spotify:track:1m3p9ZYHehrplKkbd0qWSk,Obsession,Fate,Dustycloud,2020-10-30,144761,39,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-02-09T13:16:31Z,"베이스 하우스,G 하우스,퓨처 하우스",Insomniac Records,0.699,0.863,9,-5.765,1,0.05,0.00354,0.865,0.75,0.583,126.036,4
spotify:track:0sjzUaSUldnZGsK3AyDouj,The Action (WonkyWilla Remix),The Action (WonkyWilla Remix),AHEE;WonkyWilla,2024-09-13,172023,51,FALSE,312gz2r7n2lelghlsheflimsl64e,2026-02-15T06:18:15Z,"덥스텝,베이스 음악,리딤",Jadu Dala,0.734,0.499,1,-5.371,1,0.0699,0.0154,0.0128,0.0792,0.52,86.5,4